18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
18,6,2,27,24,19,1,17,8,26,20,31
