13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
13,1,28,16,2,20,7,22,4,23,3,19,12,9,21,8,26,11,30,0,27,6,29,10,18,14,31
