8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
8,18,15,2,4,24,22,1,20,13,26,17,3,27,28,21,29,9,30,10,0,6,31
