0,1,8,2,3,5
0,1,8,2,3,5
0,1,8,3,2,5
0,1,8,3,2,5
0,1,8,7,2,3
0,1,8,7,2,3
0,1,8,7,2,3
0,1,8,3,2,5
0,1,8,2,3,5
0,1,8,2,3,5
0,1,8,3,2,5
0,1,8,7,2,3
0,1,8,3,2,5
0,1,8,2,3,5
0,1,8,2,3,5
0,1,8,2,3,5
0,1,8,7,2,3
0,1,8,3,2,5
0,1,8,2,3,5
0,1,8,2,3,5
0,1,8,7,2,3
0,1,8,7,2,3
0,1,8,7,2,3
0,1,8,3,2,5
0,1,8,7,2,3
0,1,8,3,2,5
0,1,8,7,2,3
0,1,8,2,3,5
0,1,8,3,2,5
0,1,8,3,2,5
0,1,8,3,2,5
0,1,8,7,2,3
0,1,8,2,3,5
0,1,8,7,2,3
0,1,8,2,3,5
0,1,8,2,3,5
0,1,8,2,3,5
0,1,8,7,2,3
0,1,8,3,2,5
0,1,8,2,3,5
0,1,8,2,3,5
0,1,8,7,2,3
0,1,8,3,2,5
0,1,8,7,2,3
0,1,8,2,3,5
0,1,8,2,3,5
0,1,8,7,2,3
0,1,8,3,2,5
0,1,8,7,2,3
0,1,8,3,2,5
0,1,8,7,2,3
0,1,8,2,3,5
0,1,8,2,3,5
0,1,8,2,3,5
0,1,8,3,2,5
0,1,8,7,2,3
0,1,8,2,3,5
0,1,8,2,3,5
0,1,8,3,2,5
0,1,8,3,2,5
0,1,8,7,2,3
0,1,8,7,2,3
0,1,8,2,3,5
0,1,8,3,2,5
0,1,8,7,2,3
0,1,8,7,2,3
0,1,8,7,2,3
0,1,8,2,3,5
0,1,8,3,2,5
0,1,8,7,2,3
0,1,8,7,2,3
0,1,8,7,2,3
0,1,8,7,2,3
0,1,8,7,2,3
0,1,8,7,2,3
0,1,8,3,2,5
0,1,8,7,2,3
0,1,8,3,2,5
0,1,8,7,2,3
0,1,8,3,2,5
0,1,8,2,3,5
0,1,8,7,2,3
0,1,8,3,2,5
0,1,8,2,3,5
0,1,8,3,2,5
0,1,8,3,2,5
0,1,8,2,3,5
0,1,8,7,2,3
0,1,8,3,2,5
0,1,8,3,2,5
0,1,8,3,2,5
0,1,8,3,2,5
