9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
9,28,12,16,7,24,30,19,29,6,31
